rad_haplotyper -v ONC.recode.vcf -b mapped_filtered.bed --genomic_ref -r reference.fasta -x 35 -d 10 -z 3 -m .25 -g ONC.gen -p popmap -e --vcfout ONC.haplotyped.vcf
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
Contig_13490	1	2	396	408	0.971	PASSED	0	0	12	
Contig_15657	1	2	392	408	0.961	PASSED	0	0	16	
Contig_15291	1	2	374	408	0.917	PASSED	0	0	34	
Contig_7725	1	2	379	408	0.929	PASSED	0	0	29	
Contig_10497	1	2	382	408	0.936	PASSED	0	0	26	
Contig_3120	0	0	0	408	0.000	FILTERED	0	363	45	Missing data
Contig_13203	1	2	378	408	0.926	PASSED	0	0	30	
Contig_11224	2	3	395	408	0.968	PASSED	0	0	13	
Contig_1974	1	2	390	408	0.956	PASSED	0	0	18	
Contig_15461	2	3	370	408	0.907	PASSED	0	0	38	
Contig_13055	1	2	382	408	0.936	PASSED	0	0	26	
Contig_13488	1	2	393	408	0.963	PASSED	0	0	15	
Contig_11199	1	2	377	408	0.924	PASSED	0	0	31	
Contig_11366	1	2	381	408	0.934	PASSED	0	0	27	
Contig_8556	1	2	379	408	0.929	PASSED	0	0	29	
Contig_14146	1	2	390	408	0.956	PASSED	0	0	18	
Contig_8044	2	3	384	408	0.941	PASSED	0	0	24	
Contig_267	2	2	387	408	0.949	PASSED	0	0	21	
Contig_2464	0	0	0	408	0.000	FILTERED	0	369	39	Missing data
Contig_7301	2	3	372	408	0.912	PASSED	0	0	36	
Contig_1226	1	2	394	408	0.966	PASSED	0	0	14	
Contig_1364	1	2	376	408	0.922	PASSED	0	0	32	
Contig_6594	1	2	382	408	0.936	PASSED	0	0	26	
Contig_11734	2	3	379	408	0.929	PASSED	0	0	29	
Contig_10309	0	0	0	408	0.000	FILTERED	0	356	52	Missing data
Contig_10343	2	1	1	408	0.002	FILTERED	0	370	37	Missing data
Contig_15603	1	2	396	408	0.971	PASSED	0	0	12	
Contig_10065	2	3	382	408	0.936	PASSED	2	1	23	
Contig_4782	1	2	379	408	0.929	PASSED	0	0	29	
Contig_13766	0	0	0	408	0.000	FILTERED	0	357	51	Missing data
Contig_1210	2	3	370	408	0.907	PASSED	1	0	37	
Contig_5254	0	0	0	408	0.000	FILTERED	0	363	45	Missing data
Contig_3361	1	2	378	408	0.926	PASSED	0	0	30	
Contig_11068	1	2	378	408	0.926	PASSED	0	0	30	
Contig_3803	1	2	376	408	0.922	PASSED	0	0	32	
Contig_5448	0	0	0	408	0.000	FILTERED	0	381	27	Missing data
Contig_5568	1	2	400	408	0.980	PASSED	0	0	8	
Contig_15244	0	0	0	408	0.000	FILTERED	0	358	50	Missing data
Contig_4366	1	2	396	408	0.971	PASSED	0	0	12	
Contig_1428	2	3	392	408	0.961	PASSED	0	0	16	
Contig_14229	1	2	398	408	0.975	PASSED	0	0	10	
Contig_13424	0	0	0	408	0.000	FILTERED	0	369	39	Missing data
Contig_8599	0	0	0	408	0.000	FILTERED	0	382	26	Missing data
Contig_12327	2	3	384	408	0.941	PASSED	1	0	23	
Contig_7493	1	2	368	408	0.902	PASSED	0	0	40	
Contig_9012	1	2	387	408	0.949	PASSED	0	0	21	
Contig_6139	2	3	384	408	0.941	PASSED	0	0	24	
Contig_13081	2	3	371	408	0.909	PASSED	0	0	37	
Contig_4538	2	3	401	408	0.983	PASSED	1	0	6	
Contig_404	2	1	1	408	0.002	FILTERED	0	379	28	Missing data
Contig_8263	2	3	372	408	0.912	PASSED	0	1	35	
Contig_5879	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_14353	2	3	380	408	0.931	PASSED	0	0	28	
Contig_5147	1	2	373	408	0.914	PASSED	0	0	35	
Contig_9666	1	2	377	408	0.924	PASSED	0	0	31	
Contig_11578	0	0	0	408	0.000	FILTERED	0	349	59	Missing data
Contig_6492	1	2	381	408	0.934	PASSED	0	0	27	
Contig_15755	1	2	393	408	0.963	PASSED	0	0	15	
Contig_3144	1	2	384	408	0.941	PASSED	0	0	24	
Contig_10716	2	2	388	408	0.951	PASSED	0	1	19	
Contig_14789	1	2	389	408	0.953	PASSED	0	0	19	
Contig_10864	2	3	383	408	0.939	PASSED	0	0	25	
Contig_4036	3	4	386	408	0.946	PASSED	0	0	22	
Contig_8050	1	2	368	408	0.902	PASSED	0	0	40	
Contig_13571	1	2	382	408	0.936	PASSED	0	0	26	
Contig_13833	1	2	402	408	0.985	PASSED	0	0	6	
Contig_14094	1	2	375	408	0.919	PASSED	0	0	33	
Contig_14026	2	3	376	408	0.922	PASSED	0	0	32	
Contig_14419	2	2	386	408	0.946	PASSED	0	0	22	
Contig_5179	1	2	383	408	0.939	PASSED	0	0	25	
Contig_15148	1	2	383	408	0.939	PASSED	0	0	25	
Contig_12657	0	0	0	408	0.000	FILTERED	0	375	33	Missing data
Contig_8172	1	2	371	408	0.909	PASSED	0	0	37	
Contig_8431	1	2	400	408	0.980	PASSED	0	0	8	
Contig_3242	1	2	394	408	0.966	PASSED	0	0	14	
Contig_7081	1	2	392	408	0.961	PASSED	0	0	16	
Contig_543	1	2	374	408	0.917	PASSED	0	0	34	
Contig_15575	0	0	0	408	0.000	FILTERED	0	359	49	Missing data
Contig_3029	1	2	377	408	0.924	PASSED	0	0	31	
Contig_4624	4	6	374	408	0.917	PASSED	0	0	34	
Contig_5300	1	2	389	408	0.953	PASSED	0	0	19	
Contig_10493	1	2	392	408	0.961	PASSED	0	0	16	
Contig_15588	1	2	383	408	0.939	PASSED	0	0	25	
Contig_6829	0	0	0	408	0.000	FILTERED	0	354	54	Missing data
Contig_9957	1	2	388	408	0.951	PASSED	0	0	20	
Contig_14348	2	2	379	408	0.929	PASSED	0	0	29	
Contig_9013	1	2	371	408	0.909	PASSED	0	0	37	
Contig_7293	1	2	385	408	0.944	PASSED	0	0	23	
Contig_12130	1	2	392	408	0.961	PASSED	0	0	16	
Contig_13272	1	2	389	408	0.953	PASSED	0	0	19	
Contig_14517	2	3	382	408	0.936	PASSED	0	1	25	
Contig_11444	1	2	383	408	0.939	PASSED	0	0	25	
Contig_3276	1	2	397	408	0.973	PASSED	0	0	11	
Contig_7405	2	3	384	408	0.941	PASSED	0	0	24	
Contig_3585	1	2	389	408	0.953	PASSED	0	0	19	
Contig_2337	0	0	0	408	0.000	FILTERED	0	348	60	Missing data
Contig_14833	1	2	380	408	0.931	PASSED	0	0	28	
Contig_108	2	3	398	408	0.975	PASSED	0	0	10	
Contig_7920	1	2	395	408	0.968	PASSED	0	0	13	
Contig_9646	0	0	0	408	0.000	FILTERED	0	358	50	Missing data
Contig_12215	1	2	386	408	0.946	PASSED	0	0	22	
Contig_14191	1	2	396	408	0.971	PASSED	0	0	12	
Contig_6480	1	2	382	408	0.936	PASSED	0	0	26	
Contig_1769	2	3	386	408	0.946	PASSED	0	0	22	
Contig_8164	2	3	392	408	0.961	PASSED	3	0	13	
Contig_2922	1	2	386	408	0.946	PASSED	0	0	22	
Contig_14058	1	2	387	408	0.949	PASSED	0	0	21	
Contig_9046	2	3	387	408	0.949	PASSED	0	0	21	
Contig_8697	1	2	388	408	0.951	PASSED	0	0	20	
Contig_11826	1	2	389	408	0.953	PASSED	0	0	19	
Contig_5266	1	2	385	408	0.944	PASSED	0	0	23	
Contig_1182	2	3	369	408	0.904	PASSED	0	0	39	
Contig_1695	1	2	387	408	0.949	PASSED	0	0	21	
Contig_8274	1	2	394	408	0.966	PASSED	0	0	14	
Contig_10209	1	2	384	408	0.941	PASSED	0	0	24	
Contig_5873	2	3	393	408	0.963	PASSED	1	0	14	
Contig_2964	1	2	369	408	0.904	PASSED	0	0	39	
Contig_4135	1	2	386	408	0.946	PASSED	0	0	22	
Contig_11420	1	2	400	408	0.980	PASSED	0	0	8	
Contig_4780	0	0	0	408	0.000	FILTERED	0	387	21	Missing data
Contig_10018	0	0	0	408	0.000	FILTERED	0	378	30	Missing data
Contig_4499	1	2	378	408	0.926	PASSED	0	0	30	
Contig_9571	2	3	379	408	0.929	PASSED	0	3	26	
Contig_3430	3	4	377	408	0.924	PASSED	0	0	31	
Contig_15747	1	2	382	408	0.936	PASSED	0	0	26	
Contig_11950	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_1973	0	0	0	408	0.000	FILTERED	0	367	41	Missing data
Contig_4945	0	0	0	408	0.000	FILTERED	0	360	48	Missing data
Contig_3194	1	2	386	408	0.946	PASSED	0	0	22	
Contig_11256	1	2	383	408	0.939	PASSED	0	0	25	
Contig_2570	1	2	389	408	0.953	PASSED	0	0	19	
Contig_15266	3	4	392	408	0.961	PASSED	1	0	15	
Contig_14753	1	2	376	408	0.922	PASSED	0	0	32	
Contig_14818	1	2	375	408	0.919	PASSED	0	0	33	
Contig_5089	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_5985	0	0	0	408	0.000	FILTERED	0	348	60	Missing data
Contig_1662	3	4	374	408	0.917	PASSED	0	0	34	
Contig_88	2	3	390	408	0.956	PASSED	0	0	18	
Contig_14889	2	3	367	408	0.900	PASSED	1	0	40	
Contig_13387	1	2	371	408	0.909	PASSED	0	0	37	
Contig_663	1	2	377	408	0.924	PASSED	0	0	31	
Contig_4500	1	2	374	408	0.917	PASSED	0	0	34	
Contig_7166	0	0	0	408	0.000	FILTERED	0	364	44	Missing data
Contig_2304	1	2	389	408	0.953	PASSED	0	0	19	
Contig_1601	2	3	383	408	0.939	PASSED	0	1	24	
Contig_9168	1	2	391	408	0.958	PASSED	0	0	17	
Contig_12740	0	0	0	408	0.000	FILTERED	0	364	44	Missing data
Contig_705	1	2	372	408	0.912	PASSED	0	0	36	
Contig_1278	2	3	385	408	0.944	PASSED	0	0	23	
Contig_11511	2	3	393	408	0.963	PASSED	0	0	15	
Contig_8656	1	2	397	408	0.973	PASSED	0	0	11	
Contig_3592	0	0	0	408	0.000	FILTERED	0	378	30	Missing data
Contig_5777	1	2	378	408	0.926	PASSED	0	0	30	
Contig_13234	2	3	385	408	0.944	PASSED	2	0	21	
Contig_10201	0	0	0	408	0.000	FILTERED	0	360	48	Missing data
Contig_3606	2	3	371	408	0.909	PASSED	0	0	37	
Contig_7692	0	0	0	408	0.000	FILTERED	0	376	32	Missing data
Contig_1350	2	4	373	408	0.914	PASSED	0	0	35	
Contig_3532	0	0	0	408	0.000	FILTERED	0	367	41	Missing data
Contig_9644	1	2	374	408	0.917	PASSED	0	0	34	
Contig_12356	1	2	389	408	0.953	PASSED	0	0	19	
Contig_3948	1	2	385	408	0.944	PASSED	0	0	23	
Contig_15548	1	2	367	408	0.900	PASSED	0	0	41	
Contig_6491	0	0	0	408	0.000	FILTERED	0	348	60	Missing data
Contig_3026	0	0	0	408	0.000	FILTERED	0	368	40	Missing data
Contig_5876	2	3	387	408	0.949	PASSED	0	0	21	
Contig_8360	2	2	378	408	0.926	PASSED	0	0	30	
Contig_14967	0	0	0	408	0.000	FILTERED	0	355	53	Missing data
Contig_11359	1	2	382	408	0.936	PASSED	0	0	26	
Contig_6359	1	2	393	408	0.963	PASSED	0	0	15	
Contig_10700	1	2	378	408	0.926	PASSED	0	0	30	
Contig_15349	1	2	397	408	0.973	PASSED	0	0	11	
Contig_10191	1	2	383	408	0.939	PASSED	0	0	25	
Contig_10747	2	3	385	408	0.944	PASSED	0	0	23	
Contig_9436	1	2	378	408	0.926	PASSED	0	0	30	
Contig_1958	1	2	373	408	0.914	PASSED	0	0	35	
Contig_7566	1	2	376	408	0.922	PASSED	0	0	32	
Contig_68	2	3	373	408	0.914	PASSED	0	0	35	
Contig_789	3	4	397	408	0.973	PASSED	0	1	10	
Contig_7533	1	2	398	408	0.975	PASSED	0	0	10	
Contig_12092	1	2	380	408	0.931	PASSED	0	0	28	
Contig_14096	0	0	0	408	0.000	FILTERED	0	372	36	Missing data
Contig_9148	1	2	379	408	0.929	PASSED	0	0	29	
Contig_8576	1	2	391	408	0.958	PASSED	0	0	17	
Contig_6870	1	2	368	408	0.902	PASSED	0	0	40	
Contig_12623	1	2	407	408	0.998	PASSED	0	0	1	
Contig_14235	1	2	379	408	0.929	PASSED	0	0	29	
Contig_13138	1	2	397	408	0.973	PASSED	0	0	11	
Contig_9171	2	3	366	408	0.897	PASSED	1	1	40	
Contig_8276	1	2	399	408	0.978	PASSED	0	0	9	
Contig_14387	1	2	369	408	0.904	PASSED	0	0	39	
Contig_3922	1	2	388	408	0.951	PASSED	0	0	20	
Contig_10964	1	2	392	408	0.961	PASSED	0	0	16	
Contig_470	0	0	0	408	0.000	FILTERED	0	372	36	Missing data
Contig_2477	0	0	0	408	0.000	FILTERED	0	366	42	Missing data
Contig_11537	0	0	0	408	0.000	FILTERED	0	355	53	Missing data
Contig_13772	2	3	396	408	0.971	PASSED	0	0	12	
Contig_14994	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_6933	1	2	397	408	0.973	PASSED	0	0	11	
Contig_2308	1	2	403	408	0.988	PASSED	0	0	5	
Contig_12949	1	2	372	408	0.912	PASSED	0	0	36	
Contig_12807	1	2	391	408	0.958	PASSED	0	0	17	
Contig_8742	1	2	384	408	0.941	PASSED	0	0	24	
Contig_10294	1	2	387	408	0.949	PASSED	0	0	21	
Contig_6322	0	0	0	408	0.000	FILTERED	0	372	36	Missing data
Contig_2769	1	2	376	408	0.922	PASSED	0	0	32	
Contig_12197	1	2	402	408	0.985	PASSED	0	0	6	
Contig_1104	2	3	387	408	0.949	PASSED	0	0	21	
Contig_11840	1	2	387	408	0.949	PASSED	0	0	21	
Contig_8773	1	2	390	408	0.956	PASSED	0	0	18	
Contig_4649	2	3	370	408	0.907	PASSED	0	1	37	
Contig_9387	1	2	382	408	0.936	PASSED	0	0	26	
Contig_11449	0	0	0	408	0.000	FILTERED	0	378	30	Missing data
Contig_10410	2	3	388	408	0.951	PASSED	1	0	19	
Contig_5058	1	2	387	408	0.949	PASSED	0	0	21	
Contig_12890	1	2	378	408	0.926	PASSED	0	0	30	
Contig_6473	0	0	0	408	0.000	FILTERED	0	362	46	Missing data
Contig_13220	2	3	376	408	0.922	PASSED	0	0	32	
Contig_6565	3	2	386	408	0.946	PASSED	1	0	21	
Contig_1501	1	2	386	408	0.946	PASSED	0	0	22	
Contig_1864	3	4	392	408	0.961	PASSED	0	1	15	
Contig_8814	1	2	380	408	0.931	PASSED	0	0	28	
Contig_2908	1	2	395	408	0.968	PASSED	0	0	13	
Contig_15669	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_8296	1	2	386	408	0.946	PASSED	0	0	22	
Contig_8252	0	0	0	408	0.000	FILTERED	0	374	34	Missing data
Contig_5277	1	2	379	408	0.929	PASSED	0	0	29	
Contig_8598	0	0	0	408	0.000	FILTERED	0	384	24	Missing data
Contig_3926	1	2	380	408	0.931	PASSED	0	0	28	
Contig_2802	0	0	0	408	0.000	FILTERED	0	366	42	Missing data
Contig_10728	1	2	375	408	0.919	PASSED	0	0	33	
Contig_10108	1	2	387	408	0.949	PASSED	0	0	21	
Contig_6729	4	4	378	408	0.926	PASSED	0	2	28	
Contig_14357	0	0	0	408	0.000	FILTERED	0	361	47	Missing data
Contig_10246	1	2	378	408	0.926	PASSED	0	0	30	
Contig_13791	1	2	369	408	0.904	PASSED	0	0	39	
Contig_1852	0	0	0	408	0.000	FILTERED	0	369	39	Missing data
Contig_14185	1	2	382	408	0.936	PASSED	0	0	26	
Contig_13784	1	2	385	408	0.944	PASSED	0	0	23	
Contig_12151	2	3	375	408	0.919	PASSED	0	0	33	
Contig_3070	1	2	378	408	0.926	PASSED	0	0	30	
Contig_8506	2	3	392	408	0.961	PASSED	1	0	15	
Contig_4938	1	2	395	408	0.968	PASSED	0	0	13	
Contig_8947	1	2	380	408	0.931	PASSED	0	0	28	
Contig_12534	1	2	377	408	0.924	PASSED	0	0	31	
Contig_2880	1	2	377	408	0.924	PASSED	0	0	31	
Contig_2031	3	3	373	408	0.914	PASSED	0	0	35	
Contig_5802	3	3	304	408	0.745	PASSED	0	75	29	
Contig_4833	2	4	372	408	0.912	PASSED	0	0	36	
Contig_10233	1	2	389	408	0.953	PASSED	0	0	19	
Contig_12201	1	2	393	408	0.963	PASSED	0	0	15	
Contig_2135	1	2	389	408	0.953	PASSED	0	0	19	
Contig_6645	1	2	391	408	0.958	PASSED	0	0	17	
Contig_11869	1	2	375	408	0.919	PASSED	0	0	33	
Contig_4382	3	3	369	408	0.904	PASSED	0	0	39	
Contig_930	0	0	0	408	0.000	FILTERED	0	381	27	Missing data
Contig_8021	1	2	385	408	0.944	PASSED	0	0	23	
Contig_671	1	2	389	408	0.953	PASSED	0	0	19	
Contig_2539	1	2	384	408	0.941	PASSED	0	0	24	
Contig_13076	1	2	384	408	0.941	PASSED	0	0	24	
Contig_10231	1	2	369	408	0.904	PASSED	0	0	39	
Contig_8919	1	2	389	408	0.953	PASSED	0	0	19	
Contig_12094	1	2	390	408	0.956	PASSED	0	0	18	
Contig_887	1	2	389	408	0.953	PASSED	0	0	19	
Contig_11323	1	2	385	408	0.944	PASSED	0	0	23	
Contig_14906	3	4	372	408	0.912	PASSED	0	0	36	
Contig_6639	1	2	375	408	0.919	PASSED	0	0	33	
Contig_6144	1	2	396	408	0.971	PASSED	0	0	12	
Contig_13521	1	2	384	408	0.941	PASSED	0	0	24	
Contig_15286	2	3	369	408	0.904	PASSED	0	1	38	
Contig_3249	1	2	392	408	0.961	PASSED	0	0	16	
Contig_11122	1	2	398	408	0.975	PASSED	0	0	10	
Contig_9277	2	3	391	408	0.958	PASSED	0	0	17	
Contig_12988	2	3	395	408	0.968	PASSED	0	0	13	
Contig_130	1	2	376	408	0.922	PASSED	0	0	32	
Contig_14669	1	2	386	408	0.946	PASSED	0	0	22	
Contig_2363	1	2	373	408	0.914	PASSED	0	0	35	
Contig_6732	2	3	379	408	0.929	PASSED	0	0	29	
Contig_7865	2	3	379	408	0.929	PASSED	0	0	29	
Contig_5327	1	2	398	408	0.975	PASSED	0	0	10	
Contig_1747	2	3	373	408	0.914	PASSED	0	0	35	
Contig_6371	2	3	370	408	0.907	PASSED	0	1	37	
Contig_3783	0	0	0	408	0.000	FILTERED	0	358	50	Missing data
Contig_6999	1	2	381	408	0.934	PASSED	0	0	27	
Contig_2836	1	2	391	408	0.958	PASSED	0	0	17	
Contig_9450	2	3	385	408	0.944	PASSED	0	0	23	
Contig_15067	0	0	0	408	0.000	FILTERED	0	381	27	Missing data
Contig_15348	0	0	0	408	0.000	FILTERED	0	355	53	Missing data
Contig_12923	1	2	382	408	0.936	PASSED	0	0	26	
Contig_8918	0	0	0	408	0.000	FILTERED	0	366	42	Missing data
Contig_11114	1	2	394	408	0.966	PASSED	0	0	14	
Contig_13217	1	2	376	408	0.922	PASSED	0	0	32	
Contig_5867	1	2	392	408	0.961	PASSED	0	0	16	
Contig_2774	1	2	383	408	0.939	PASSED	0	0	25	
Contig_5349	0	0	0	408	0.000	FILTERED	0	356	52	Missing data
