rad_haplotyper -v ONC.recode.vcf -b mapped_filtered.bed -r reference.fasta -x 30 -d 10 -z 3 -m .25 -g ONC.gen -p popmap -e --vcfout ONC.haplotyped.vcf
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
Contig_100331	1	2	392	413	0.949	PASSED	0	0	21	
Contig_100340	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_100345	0	0	0	413	0.000	FILTERED	0	379	34	Missing data
Contig_100353	1	2	385	413	0.932	PASSED	0	0	28	
Contig_100354	1	2	383	413	0.927	PASSED	0	0	30	
Contig_100355	1	2	395	413	0.956	PASSED	0	0	18	
Contig_10036	2	2	380	413	0.920	PASSED	0	0	33	
Contig_100364	1	2	388	413	0.939	PASSED	0	0	25	
Contig_10038	1	2	383	413	0.927	PASSED	0	0	30	
Contig_100380	1	2	389	413	0.942	PASSED	0	0	24	
Contig_100384	1	1	405	413	0.981	PASSED	0	0	8	
Contig_100386	1	2	395	413	0.956	PASSED	0	0	18	
Contig_100387	1	1	379	413	0.918	PASSED	0	0	34	
Contig_100392	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_100393	0	0	0	413	0.000	FILTERED	0	354	59	Missing data
Contig_100396	1	2	382	413	0.925	PASSED	0	0	31	
Contig_1004	1	1	381	413	0.923	PASSED	0	0	32	
Contig_10040	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100409	1	2	382	413	0.925	PASSED	0	0	31	
Contig_100411	1	2	388	413	0.939	PASSED	0	0	25	
Contig_10042	1	2	388	413	0.939	PASSED	0	0	25	
Contig_100425	1	2	406	413	0.983	PASSED	0	0	7	
Contig_100430	1	2	388	413	0.939	PASSED	0	0	25	
Contig_10045	2	1	384	413	0.930	PASSED	0	0	29	
Contig_100450	1	2	377	413	0.913	PASSED	0	0	36	
Contig_100466	2	2	390	413	0.944	PASSED	0	0	23	
Contig_100475	2	1	1	413	0.002	FILTERED	0	371	41	Missing data
Contig_100476	2	3	378	413	0.915	PASSED	0	0	35	
Contig_100478	2	2	377	413	0.913	PASSED	0	0	36	
Contig_100483	0	0	0	413	0.000	FILTERED	0	390	23	Missing data
Contig_10049	1	2	401	413	0.971	PASSED	0	0	12	
Contig_100496	2	4	376	413	0.910	PASSED	0	0	37	
Contig_100499	1	1	378	413	0.915	PASSED	0	0	35	
Contig_100502	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_100503	2	1	384	413	0.930	PASSED	0	0	29	
Contig_100505	1	2	377	413	0.913	PASSED	0	0	36	
Contig_10051	2	3	387	413	0.937	PASSED	0	0	26	
Contig_100510	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_100523	4	1	1	413	0.002	FILTERED	0	362	50	Missing data
Contig_100527	1	2	386	413	0.935	PASSED	0	0	27	
Contig_100552	1	1	403	413	0.976	PASSED	0	0	10	
Contig_100558	0	0	0	413	0.000	FILTERED	0	388	25	Missing data
Contig_100561	0	0	0	413	0.000	FILTERED	0	378	35	Missing data
Contig_100563	1	2	381	413	0.923	PASSED	0	0	32	
Contig_100574	1	2	395	413	0.956	PASSED	0	0	18	
Contig_100576	0	0	0	413	0.000	FILTERED	0	380	33	Missing data
Contig_100584	0	0	0	413	0.000	FILTERED	0	368	45	Missing data
Contig_100586	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_100587	1	2	385	413	0.932	PASSED	0	0	28	
Contig_100593	3	4	378	413	0.915	PASSED	0	1	34	
Contig_100601	0	0	0	413	0.000	FILTERED	0	378	35	Missing data
Contig_100608	1	2	385	413	0.932	PASSED	0	0	28	
Contig_100609	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100615	1	2	396	413	0.959	PASSED	0	0	17	
Contig_100628	0	0	0	413	0.000	FILTERED	0	384	29	Missing data
Contig_100631	1	2	404	413	0.978	PASSED	0	0	9	
Contig_100633	3	4	398	413	0.964	PASSED	1	0	14	
Contig_100645	1	2	401	413	0.971	PASSED	0	0	12	
Contig_100650	1	2	402	413	0.973	PASSED	0	0	11	
Contig_100665	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_100667	1	2	404	413	0.978	PASSED	0	0	9	
Contig_100669	1	2	384	413	0.930	PASSED	0	0	29	
Contig_100671	1	1	388	413	0.939	PASSED	0	0	25	
Contig_100677	1	2	392	413	0.949	PASSED	0	0	21	
Contig_100680	1	2	385	413	0.932	PASSED	0	0	28	
Contig_100686	1	1	399	413	0.966	PASSED	0	0	14	
Contig_100693	0	0	0	413	0.000	FILTERED	0	379	34	Missing data
Contig_100713	2	3	392	413	0.949	PASSED	0	0	21	
Contig_100717	2	3	394	413	0.954	PASSED	0	0	19	
Contig_100733	2	3	396	413	0.959	PASSED	0	1	16	
Contig_100737	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100739	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100748	3	4	397	413	0.961	PASSED	0	0	16	
Contig_100751	1	2	400	413	0.969	PASSED	0	0	13	
Contig_100759	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_10076	2	3	383	413	0.927	PASSED	0	0	30	
Contig_100777	1	2	403	413	0.976	PASSED	0	0	10	
Contig_100789	1	2	382	413	0.925	PASSED	0	0	31	
Contig_100795	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_100798	1	2	387	413	0.937	PASSED	0	0	26	
Contig_100808	2	3	394	413	0.954	PASSED	0	0	19	
Contig_100818	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100819	3	4	384	413	0.930	PASSED	0	0	29	
Contig_10082	2	3	384	413	0.930	PASSED	0	0	29	
Contig_100823	1	2	403	413	0.976	PASSED	0	0	10	
Contig_100833	1	2	382	413	0.925	PASSED	0	0	31	
Contig_100846	1	2	383	413	0.927	PASSED	0	0	30	
Contig_100848	1	2	393	413	0.952	PASSED	0	0	20	
Contig_100859	0	0	0	413	0.000	FILTERED	0	382	31	Missing data
Contig_100863	1	2	388	413	0.939	PASSED	0	0	25	
Contig_100864	2	3	393	413	0.952	PASSED	3	2	15	
Contig_100867	5	5	382	413	0.925	PASSED	5	1	25	
Contig_100873	1	2	377	413	0.913	PASSED	0	0	36	
Contig_100877	1	2	381	413	0.923	PASSED	0	0	32	
Contig_100879	1	2	397	413	0.961	PASSED	0	0	16	
Contig_100896	0	0	0	413	0.000	FILTERED	0	356	57	Missing data
Contig_100898	3	4	375	413	0.908	PASSED	0	1	37	
Contig_100902	0	0	0	413	0.000	FILTERED	0	358	55	Missing data
Contig_100916	1	1	394	413	0.954	PASSED	0	0	19	
Contig_10092	2	3	397	413	0.961	PASSED	1	0	15	
Contig_100920	2	2	395	413	0.956	PASSED	0	0	18	
Contig_100922	0	0	0	413	0.000	FILTERED	0	381	32	Missing data
Contig_100947	1	2	388	413	0.939	PASSED	0	0	25	
Contig_100954	1	2	407	413	0.985	PASSED	0	0	6	
Contig_100958	3	5	388	413	0.939	PASSED	0	0	25	
Contig_100961	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_100968	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_100975	1	2	403	413	0.976	PASSED	0	0	10	
Contig_100980	2	3	383	413	0.927	PASSED	0	0	30	
Contig_100982	1	2	395	413	0.956	PASSED	0	0	18	
Contig_100983	2	3	388	413	0.939	PASSED	0	0	25	
Contig_100984	2	2	380	413	0.920	PASSED	1	2	30	
Contig_100986	3	4	382	413	0.925	PASSED	0	1	30	
Contig_101019	3	3	402	413	0.973	PASSED	0	1	10	
Contig_101025	3	2	397	413	0.961	PASSED	0	0	16	
Contig_101031	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_101060	2	3	397	413	0.961	PASSED	0	0	16	
Contig_101061	1	2	397	413	0.961	PASSED	0	0	16	
Contig_101062	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_101063	2	3	392	413	0.949	PASSED	0	0	21	
Contig_101070	1	2	379	413	0.918	PASSED	0	0	34	
Contig_101072	1	2	391	413	0.947	PASSED	0	0	22	
Contig_101088	1	2	394	413	0.954	PASSED	0	0	19	
Contig_101090	1	2	399	413	0.966	PASSED	0	0	14	
Contig_101098	1	2	394	413	0.954	PASSED	0	0	19	
Contig_101102	1	2	407	413	0.985	PASSED	0	0	6	
Contig_101111	2	3	403	413	0.976	PASSED	1	0	9	
Contig_101117	1	2	387	413	0.937	PASSED	0	0	26	
Contig_101120	1	2	401	413	0.971	PASSED	0	0	12	
Contig_101123	2	3	393	413	0.952	PASSED	0	0	20	
Contig_101130	2	3	394	413	0.954	PASSED	0	0	19	
Contig_101135	1	2	399	413	0.966	PASSED	0	0	14	
Contig_101139	2	3	378	413	0.915	PASSED	0	6	29	
Contig_10114	1	2	378	413	0.915	PASSED	0	0	35	
Contig_101147	0	0	0	413	0.000	FILTERED	0	362	51	Missing data
Contig_101151	0	0	0	413	0.000	FILTERED	0	379	34	Missing data
Contig_101179	1	2	384	413	0.930	PASSED	0	0	29	
Contig_101181	1	2	398	413	0.964	PASSED	0	0	15	
Contig_101189	1	1	383	413	0.927	PASSED	0	0	30	
Contig_101195	1	2	395	413	0.956	PASSED	0	0	18	
Contig_101205	0	0	0	413	0.000	FILTERED	0	370	43	Missing data
Contig_101210	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_101211	1	2	402	413	0.973	PASSED	0	0	11	
Contig_101213	1	2	400	413	0.969	PASSED	0	0	13	
Contig_10122	2	3	391	413	0.947	PASSED	0	0	22	
Contig_101237	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_101241	1	2	386	413	0.935	PASSED	0	0	27	
Contig_101250	1	2	390	413	0.944	PASSED	0	0	23	
Contig_101260	1	2	388	413	0.939	PASSED	0	0	25	
Contig_101281	0	0	0	413	0.000	FILTERED	0	371	42	Missing data
Contig_101287	1	2	383	413	0.927	PASSED	0	0	30	
Contig_10129	0	0	0	413	0.000	FILTERED	0	362	51	Missing data
Contig_101290	1	2	383	413	0.927	PASSED	0	0	30	
Contig_101308	1	2	386	413	0.935	PASSED	0	0	27	
Contig_101317	2	3	380	413	0.920	PASSED	0	0	33	
Contig_101329	1	2	404	413	0.978	PASSED	0	0	9	
Contig_101344	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_101346	1	2	394	413	0.954	PASSED	0	0	19	
Contig_101354	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_101360	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_101363	1	2	378	413	0.915	PASSED	0	0	35	
Contig_101366	1	2	395	413	0.956	PASSED	0	0	18	
Contig_101376	2	3	400	413	0.969	PASSED	0	0	13	
Contig_101377	1	2	376	413	0.910	PASSED	0	0	37	
Contig_101380	0	0	0	413	0.000	FILTERED	0	361	52	Missing data
Contig_101385	1	2	387	413	0.937	PASSED	0	0	26	
Contig_101386	1	2	390	413	0.944	PASSED	0	0	23	
Contig_101390	1	2	402	413	0.973	PASSED	0	0	11	
Contig_101399	0	0	0	413	0.000	FILTERED	0	367	46	Missing data
Contig_101404	1	2	374	413	0.906	PASSED	0	0	39	
Contig_101406	1	2	378	413	0.915	PASSED	0	0	35	
Contig_10141	1	2	380	413	0.920	PASSED	0	0	33	
Contig_101411	1	2	375	413	0.908	PASSED	0	0	38	
Contig_101412	0	0	0	413	0.000	FILTERED	0	376	37	Missing data
Contig_101416	1	2	391	413	0.947	PASSED	0	0	22	
Contig_101418	2	2	390	413	0.944	PASSED	0	0	23	
Contig_101421	1	2	380	413	0.920	PASSED	0	0	33	
Contig_101432	1	2	382	413	0.925	PASSED	0	0	31	
Contig_101437	1	1	386	413	0.935	PASSED	0	0	27	
Contig_10144	0	0	0	413	0.000	FILTERED	0	366	47	Missing data
Contig_101442	1	2	373	413	0.903	PASSED	0	0	40	
Contig_101451	0	0	0	413	0.000	FILTERED	0	359	54	Missing data
Contig_101453	1	2	381	413	0.923	PASSED	0	0	32	
Contig_101465	1	2	388	413	0.939	PASSED	0	0	25	
Contig_101473	0	0	0	413	0.000	FILTERED	0	368	45	Missing data
Contig_101474	1	2	398	413	0.964	PASSED	0	0	15	
Contig_101490	1	2	407	413	0.985	PASSED	0	0	6	
Contig_101491	1	1	396	413	0.959	PASSED	0	0	17	
Contig_101506	1	2	377	413	0.913	PASSED	0	0	36	
Contig_10151	1	2	393	413	0.952	PASSED	0	0	20	
Contig_101514	2	3	381	413	0.923	PASSED	0	0	32	
Contig_101521	1	2	402	413	0.973	PASSED	0	0	11	
Contig_101522	0	0	0	413	0.000	FILTERED	0	377	36	Missing data
Contig_101526	1	2	395	413	0.956	PASSED	0	0	18	
Contig_101530	8	9	342	413	0.828	PASSED	5	27	39	
Contig_101542	0	0	0	413	0.000	FILTERED	0	367	46	Missing data
Contig_101549	1	2	387	413	0.937	PASSED	0	0	26	
Contig_101562	2	3	383	413	0.927	PASSED	0	0	30	
Contig_101568	0	0	0	413	0.000	FILTERED	0	391	22	Missing data
Contig_10157	1	2	398	413	0.964	PASSED	0	0	15	
Contig_101574	2	3	397	413	0.961	PASSED	0	0	16	
Contig_101579	2	3	387	413	0.937	PASSED	0	0	26	
Contig_101585	2	3	374	413	0.906	PASSED	0	0	39	
Contig_101593	1	2	389	413	0.942	PASSED	0	0	24	
Contig_101597	2	3	383	413	0.927	PASSED	0	0	30	
Contig_101605	0	0	0	413	0.000	FILTERED	0	362	51	Missing data
Contig_101606	0	0	0	413	0.000	FILTERED	0	367	46	Missing data
Contig_101618	0	0	0	413	0.000	FILTERED	0	362	51	Missing data
Contig_10162	1	2	385	413	0.932	PASSED	0	0	28	
Contig_101624	1	2	389	413	0.942	PASSED	0	0	24	
Contig_101638	1	2	392	413	0.949	PASSED	0	0	21	
Contig_10164	5	6	369	413	0.893	PASSED	12	12	20	
Contig_101647	1	2	378	413	0.915	PASSED	0	0	35	
Contig_101660	2	1	404	413	0.978	PASSED	0	0	9	
Contig_101667	1	2	395	413	0.956	PASSED	0	0	18	
Contig_101679	1	2	389	413	0.942	PASSED	0	0	24	
Contig_101688	2	3	394	413	0.954	PASSED	0	0	19	
Contig_101692	1	2	392	413	0.949	PASSED	0	0	21	
Contig_101698	1	2	393	413	0.952	PASSED	0	0	20	
Contig_101699	3	3	380	413	0.920	PASSED	0	0	33	
Contig_101705	1	2	398	413	0.964	PASSED	0	0	15	
Contig_101706	2	3	381	413	0.923	PASSED	0	0	32	
Contig_101718	1	2	387	413	0.937	PASSED	0	0	26	
Contig_101722	1	2	384	413	0.930	PASSED	0	0	29	
Contig_10173	1	2	396	413	0.959	PASSED	0	0	17	
Contig_101731	1	2	384	413	0.930	PASSED	0	0	29	
Contig_101732	1	2	377	413	0.913	PASSED	0	0	36	
Contig_101747	0	0	0	413	0.000	FILTERED	0	380	33	Missing data
Contig_10175	2	2	386	413	0.935	PASSED	0	1	26	
Contig_101764	2	3	386	413	0.935	PASSED	0	1	26	
Contig_101765	4	4	386	413	0.935	PASSED	0	1	26	
Contig_10177	1	2	382	413	0.925	PASSED	0	0	31	
Contig_101781	2	3	389	413	0.942	PASSED	0	0	24	
Contig_101788	1	2	389	413	0.942	PASSED	0	0	24	
Contig_101796	0	0	0	413	0.000	FILTERED	0	369	44	Missing data
Contig_101797	1	2	377	413	0.913	PASSED	0	0	36	
Contig_101798	3	4	376	413	0.910	PASSED	0	0	37	
Contig_101806	2	1	381	413	0.923	PASSED	0	0	32	
Contig_101813	1	2	375	413	0.908	PASSED	0	0	38	
Contig_101814	0	0	0	413	0.000	FILTERED	0	368	45	Missing data
Contig_101819	1	2	373	413	0.903	PASSED	0	0	40	
Contig_101825	1	2	398	413	0.964	PASSED	0	0	15	
Contig_101841	2	3	388	413	0.939	PASSED	0	0	25	
Contig_101846	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_101853	2	3	401	413	0.971	PASSED	0	0	12	
Contig_101859	1	2	394	413	0.954	PASSED	0	0	19	
Contig_101866	1	2	395	413	0.956	PASSED	0	0	18	
Contig_101867	1	2	386	413	0.935	PASSED	0	0	27	
Contig_101895	1	2	372	413	0.901	PASSED	0	0	41	
Contig_1019	1	2	392	413	0.949	PASSED	0	0	21	
Contig_101902	1	2	391	413	0.947	PASSED	0	0	22	
Contig_101913	1	2	403	413	0.976	PASSED	0	0	10	
Contig_101923	1	2	396	413	0.959	PASSED	0	0	17	
Contig_101925	1	2	377	413	0.913	PASSED	0	0	36	
Contig_101935	4	3	400	413	0.969	PASSED	0	0	13	
Contig_101936	2	1	1	413	0.002	FILTERED	0	380	32	Missing data
Contig_101945	1	2	377	413	0.913	PASSED	0	0	36	
Contig_101946	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_101948	0	0	0	413	0.000	FILTERED	0	384	29	Missing data
Contig_101966	1	2	391	413	0.947	PASSED	0	0	22	
Contig_101979	1	2	382	413	0.925	PASSED	0	0	31	
Contig_101990	1	2	406	413	0.983	PASSED	0	0	7	
Contig_101991	2	3	405	413	0.981	PASSED	0	0	8	
Contig_102002	1	2	386	413	0.935	PASSED	0	0	27	
Contig_102004	1	2	392	413	0.949	PASSED	0	0	21	
Contig_102009	3	5	385	413	0.932	PASSED	2	0	26	
Contig_102020	0	0	0	413	0.000	FILTERED	0	363	50	Missing data
Contig_102024	1	1	402	413	0.973	PASSED	0	0	11	
Contig_102030	1	2	387	413	0.937	PASSED	0	0	26	
Contig_102038	1	2	389	413	0.942	PASSED	0	0	24	
Contig_102040	1	2	400	413	0.969	PASSED	0	0	13	
Contig_102041	1	2	386	413	0.935	PASSED	0	0	27	
Contig_102046	2	3	390	413	0.944	PASSED	0	0	23	
Contig_102048	0	0	0	413	0.000	FILTERED	0	389	24	Missing data
Contig_102051	1	2	380	413	0.920	PASSED	0	0	33	
Contig_102058	0	0	0	413	0.000	FILTERED	0	377	36	Missing data
Contig_102060	0	0	0	413	0.000	FILTERED	0	356	57	Missing data
Contig_102061	1	1	376	413	0.910	PASSED	0	0	37	
Contig_10207	1	2	389	413	0.942	PASSED	0	0	24	
Contig_102083	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_102085	2	3	387	413	0.937	PASSED	0	0	26	
Contig_10209	1	2	377	413	0.913	PASSED	0	0	36	
Contig_102098	2	3	394	413	0.954	PASSED	0	0	19	
Contig_102101	1	2	395	413	0.956	PASSED	0	0	18	
Contig_102104	2	2	385	413	0.932	PASSED	0	0	28	
Contig_102117	2	2	379	413	0.918	PASSED	0	0	34	
Contig_102128	0	0	0	413	0.000	FILTERED	0	371	42	Missing data
Contig_10214	2	3	385	413	0.932	PASSED	0	0	28	
Contig_10215	1	2	384	413	0.930	PASSED	0	0	29	
Contig_102154	0	0	0	413	0.000	FILTERED	0	363	50	Missing data
Contig_102160	1	2	380	413	0.920	PASSED	0	0	33	
Contig_102169	1	2	376	413	0.910	PASSED	0	0	37	
Contig_102171	0	0	0	413	0.000	FILTERED	0	371	42	Missing data
Contig_102178	0	0	0	413	0.000	FILTERED	0	381	32	Missing data
Contig_102182	0	0	0	413	0.000	FILTERED	0	371	42	Missing data
Contig_102183	3	5	375	413	0.908	PASSED	0	0	38	
Contig_102204	0	0	0	413	0.000	FILTERED	0	372	41	Missing data
Contig_102207	0	0	0	413	0.000	FILTERED	0	391	22	Missing data
Contig_102237	1	2	400	413	0.969	PASSED	0	0	13	
Contig_102249	2	3	393	413	0.952	PASSED	3	0	17	
Contig_10225	1	2	388	413	0.939	PASSED	0	0	25	
Contig_102264	0	0	0	413	0.000	FILTERED	0	367	46	Missing data
Contig_10227	1	2	380	413	0.920	PASSED	0	0	33	
Contig_102276	1	2	391	413	0.947	PASSED	0	0	22	
Contig_102285	1	2	373	413	0.903	PASSED	0	0	40	
Contig_102290	4	1	377	413	0.913	PASSED	0	1	35	
Contig_102291	1	2	403	413	0.976	PASSED	0	0	10	
Contig_1023	1	2	384	413	0.930	PASSED	0	0	29	
Contig_102304	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_102320	0	0	0	413	0.000	FILTERED	0	358	55	Missing data
Contig_102321	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_102324	3	1	1	413	0.002	FILTERED	0	372	40	Missing data
Contig_102329	1	2	392	413	0.949	PASSED	0	0	21	
Contig_102333	1	2	377	413	0.913	PASSED	0	0	36	
Contig_102364	1	2	393	413	0.952	PASSED	0	0	20	
Contig_102372	0	0	0	413	0.000	FILTERED	0	364	49	Missing data
Contig_102375	1	2	395	413	0.956	PASSED	0	0	18	
Contig_102379	3	4	380	413	0.920	PASSED	0	6	27	
Contig_102382	1	2	391	413	0.947	PASSED	0	0	22	
Contig_102420	1	1	378	413	0.915	PASSED	0	0	35	
Contig_102422	0	0	0	413	0.000	FILTERED	0	353	60	Missing data
Contig_102427	0	0	0	413	0.000	FILTERED	0	367	46	Missing data
Contig_102428	2	3	408	413	0.988	PASSED	1	0	4	
Contig_102430	1	2	376	413	0.910	PASSED	0	0	37	
Contig_102432	1	2	392	413	0.949	PASSED	0	0	21	
Contig_102439	1	2	388	413	0.939	PASSED	0	0	25	
Contig_102440	0	0	0	413	0.000	FILTERED	0	382	31	Missing data
Contig_102448	0	0	0	413	0.000	FILTERED	0	373	40	Missing data
Contig_10246	2	3	403	413	0.976	PASSED	0	0	10	
Contig_102464	0	0	0	413	0.000	FILTERED	0	365	48	Missing data
Contig_10247	2	2	395	413	0.956	PASSED	0	0	18	
Contig_102480	1	2	384	413	0.930	PASSED	0	0	29	
Contig_102489	2	1	389	413	0.942	PASSED	0	0	24	
Contig_10250	1	2	390	413	0.944	PASSED	0	0	23	
Contig_102516	1	2	383	413	0.927	PASSED	0	0	30	
Contig_102530	3	3	381	413	0.923	PASSED	0	0	32	
Contig_102539	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_10254	1	2	383	413	0.927	PASSED	0	0	30	
Contig_102544	1	1	385	413	0.932	PASSED	0	0	28	
Contig_102548	3	2	389	413	0.942	PASSED	0	0	24	
Contig_102553	1	2	390	413	0.944	PASSED	0	0	23	
Contig_10256	1	1	380	413	0.920	PASSED	0	0	33	
Contig_102563	0	0	0	413	0.000	FILTERED	0	360	53	Missing data
Contig_102568	0	0	0	413	0.000	FILTERED	0	375	38	Missing data
Contig_102573	2	3	390	413	0.944	PASSED	0	0	23	
Contig_102587	1	2	381	413	0.923	PASSED	0	0	32	
Contig_102593	2	3	380	413	0.920	PASSED	0	0	33	
Contig_102594	1	2	384	413	0.930	PASSED	0	0	29	
Contig_102608	1	2	387	413	0.937	PASSED	0	0	26	
Contig_102621	1	2	385	413	0.932	PASSED	0	0	28	
Contig_102625	1	2	392	413	0.949	PASSED	0	0	21	
Contig_102629	2	2	400	413	0.969	PASSED	0	0	13	
Contig_102631	2	2	388	413	0.939	PASSED	0	0	25	
Contig_102642	1	2	398	413	0.964	PASSED	0	0	15	
Contig_102658	2	3	398	413	0.964	PASSED	0	0	15	
Contig_102661	1	2	381	413	0.923	PASSED	0	0	32	
Contig_102686	3	2	397	413	0.961	PASSED	0	0	16	
Contig_102735	2	3	390	413	0.944	PASSED	0	0	23	
Contig_102737	1	2	380	413	0.920	PASSED	0	0	33	
Contig_102738	0	0	0	413	0.000	FILTERED	0	388	25	Missing data
Contig_102744	1	2	383	413	0.927	PASSED	0	0	30	
Contig_10275	2	3	374	413	0.906	PASSED	0	0	39	
Contig_102760	1	2	402	413	0.973	PASSED	0	0	11	
Contig_102765	1	2	394	413	0.954	PASSED	0	0	19	
Contig_102770	1	2	374	413	0.906	PASSED	0	0	39	
Contig_102779	2	4	387	413	0.937	PASSED	0	0	26	
Contig_102796	1	2	396	413	0.959	PASSED	0	0	17	
Contig_102798	1	2	400	413	0.969	PASSED	0	0	13	
