 245	494	5	281 165 45 1 2 
 246	538	2	537 1 
 247	526	3	384 106 36 
 248	522	2	476 46 
 249	510	2	509 1 
 250	522	2	515 7 
 251	496	2	496 0 
 252	538	2	526 12 
 253	502	2	430 72 
 254	520	2	519 1 
 255	502	2	500 2 
 256	524	2	524 0 
 257	524	2	521 3 
 258	524	2	470 54 
 259	544	3	415 66 63 
 260	504	2	503 1 
 261	520	2	473 47 
 262	518	2	395 123 
 263	542	3	541 1 0 
 264	528	2	420 108 
 265	514	2	513 1 
 266	522	2	510 12 
 267	520	2	478 42 
 268	508	3	506 1 1 
 269	516	2	511 5 
 270	518	2	516 2 
 271	520	2	458 62 
 272	524	3	503 18 3 
 273	504	2	501 3 
 274	500	3	484 13 3 
 275	502	2	492 10 
 276	514	2	134 380 
 277	504	2	479 25 
 278	526	2	525 1 
 279	536	2	532 4 
 280	518	2	451 67 
 281	528	2	524 4 
 282	522	3	217 221 84 
 283	508	2	508 0 
 284	530	2	530 0 
 285	518	3	501 15 2 
 286	500	2	500 0 
 287	508	2	464 44 
 288	498	3	440 56 2 
 289	538	2	534 4 
 290	526	2	346 180 
 291	490	2	488 2 
 292	520	4	454 63 2 1 
 293	526	2	522 4 
 294	534	2	529 5 
 295	514	2	483 31 
 296	528	2	527 1 
 297	508	2	123 385 
 298	524	2	520 4 
 299	520	2	515 5 
 300	530	4	211 315 2 2 
 301	532	2	494 38 
 302	528	2	436 92 
 303	518	2	502 16 
 304	532	2	461 71 
 305	510	2	509 1 
 306	530	2	529 1 
 307	536	2	525 11 
 308	514	2	511 3 
 309	504	3	477 11 16 
 310	526	4	512 8 5 1 
 311	512	2	374 138 
 312	522	2	494 28 
 313	496	2	488 8 
 314	542	2	537 5 
 315	532	2	504 28 
 316	508	4	280 222 2 4 
 317	508	2	427 81 
 318	530	2	263 267 
 319	514	3	485 28 1 
 320	514	2	488 26 
 321	546	2	539 7 
 322	496	2	225 271 
 323	502	2	496 6 
 324	530	2	510 20 
 325	524	3	2 27 495 
 326	506	2	495 11 
 327	512	2	500 12 
 328	516	2	513 3 
 329	522	2	514 8 
 330	522	2	473 49 
 331	502	2	500 2 
 332	522	2	522 0 
 333	512	2	445 67 
 334	520	2	508 12 
 335	536	2	535 1 
 336	530	2	529 1 
 337	506	3	59 129 318 
 338	492	2	68 424 
 339	532	2	520 12 
 340	516	2	513 3 
 341	516	2	516 0 
 342	520	2	518 2 
 343	522	2	501 21 
 344	510	2	509 1 
 345	530	2	478 52 
 346	522	2	516 6 
 347	498	2	493 5 
 348	544	2	521 23 
 349	526	3	508 16 2 
 350	524	2	471 53 
 351	518	3	425 31 62 
 352	522	2	515 7 
 353	498	2	347 151 
 354	522	2	522 0 
 355	496	2	475 21 
 356	504	2	504 0 
 357	522	2	520 2 
 358	518	2	515 3 
 359	512	2	501 11 
 360	514	2	458 56 
 361	504	2	500 4 
 362	530	2	530 0 
 363	512	4	362 145 5 0 
 364	500	2	495 5 
 365	516	2	487 29 
 366	500	2	493 7 
 367	514	4	131 278 104 1 
 368	486	2	440 46 
 369	490	2	361 129 
 370	524	2	524 0 
 371	512	3	107 401 4 
 372	508	2	500 8 
 373	516	3	494 22 0 
 374	504	2	422 82 
 375	518	3	513 4 1 
 376	532	2	532 0 
 377	524	2	470 54 
 378	514	2	487 27 
 379	512	2	397 115 
 380	532	2	491 41 
 381	510	2	508 2 
 382	530	2	412 118 
 383	524	3	380 142 2 
 384	532	2	532 0 
 385	526	3	498 21 7 
 386	510	2	509 1 
 387	518	2	487 31 
 388	512	2	511 1 
 389	488	3	323 164 1 
 390	514	2	498 16 
 391	504	3	502 0 2 
 392	510	2	88 422 
 393	536	2	507 29 
 394	522	2	502 20 
 395	528	2	500 28 
 396	504	2	327 177 
 397	502	2	483 19 
 398	518	2	438 80 
 399	514	2	510 4 
 400	508	2	462 46 
 401	518	2	377 141 
 402	500	3	216 284 0 
 403	498	2	492 6 
 404	526	2	522 4 
 405	538	3	530 2 6 
 406	522	2	490 32 
 407	520	2	520 0 
 408	518	2	484 34 
 409	498	2	476 22 
 410	494	2	494 0 
 411	530	2	512 18 
 412	538	3	525 11 2 
 413	514	2	395 119 
 414	526	3	400 119 7 
 415	490	2	64 426 
 416	528	2	486 42 
 417	526	2	477 49 
 418	508	2	466 42 
 419	498	3	277 133 88 
 420	512	2	416 96 
 421	510	4	400 97 1 12 
 422	514	3	499 8 7 
 423	516	3	402 113 1 
 424	528	3	527 0 1 
 425	514	2	511 3 
 426	516	5	333 152 29 1 1 
 427	512	2	455 57 
 428	516	2	513 3 
 429	496	3	192 212 92 
 430	506	2	348 158 
 431	494	2	492 2 
 432	508	3	488 18 2 
 433	514	3	494 20 0 
 434	526	2	525 1 
 435	504	2	502 2 
 436	508	2	466 42 
 437	518	2	517 1 
 438	504	2	488 16 
 439	546	2	395 151 
 440	502	3	364 30 108 
 441	526	2	518 8 
 442	490	2	231 259 
 443	486	3	472 13 1 
 444	504	2	490 14 
 445	508	2	330 178 
 446	512	3	383 124 5 
 447	500	2	494 6 
 448	508	2	435 73 
 449	504	3	481 1 22 
 450	496	2	314 182 
 451	512	2	292 220 
 452	518	3	496 10 12 
 453	534	2	475 59 
 454	522	2	231 291 
 455	496	2	482 14 
 456	504	3	308 161 35 
 457	536	2	424 112 
 458	528	2	523 5 
 459	492	2	385 107 
 460	498	2	488 10 
 461	516	3	406 92 18 
 462	504	3	444 48 12 
 463	514	3	402 100 12 
 464	504	3	499 0 5 
 465	502	2	497 5 
 466	508	2	351 157 
 467	526	2	456 70 
 468	538	2	526 12 
 469	504	2	502 2 
 470	528	2	467 61 
 471	534	2	493 41 
 472	520	4	204 127 187 2 
 473	536	2	338 198 
 474	528	2	528 0 
 475	532	2	523 9 
 476	528	2	523 5 
 477	540	3	424 115 1 
 478	500	3	173 325 2 
 479	496	2	496 0 
 480	518	2	492 26 
 481	532	2	491 41 
 482	532	2	529 3 
 483	510	2	299 211 
 484	508	2	431 77 
 485	494	2	452 42 
 486	500	2	492 8 
 487	522	3	512 8 2 
 488	502	2	496 6 
 489	534	2	495 39 
 490	500	3	451 49 0 
 491	540	2	529 11 
 492	514	2	295 219 
 493	532	2	119 413 
 494	534	2	531 3 
 495	530	2	526 4 
 496	508	2	506 2 
 497	512	2	512 0 
 498	514	2	509 5 
 499	518	2	515 3 
 500	508	2	488 20 
 501	504	2	502 2 
 502	520	3	501 18 1 
 503	536	3	502 27 7 
 504	540	3	510 25 5 
 505	538	2	124 414 
 506	532	2	275 257 
 507	510	2	355 155 
 508	498	2	493 5 
 509	524	3	215 299 10 
 510	504	2	497 7 
 511	540	3	108 345 87 
 512	536	2	424 112 
 513	520	2	505 15 
 514	520	2	459 61 
 515	518	3	45 471 2 
 516	518	2	518 0 
 517	532	2	511 21 
 518	498	2	497 1 
 519	504	3	251 203 50 
 520	516	3	383 80 53 
 521	536	2	281 255 
 522	530	2	522 8 
 523	522	6	233 100 171 18 0 0 
 524	500	2	380 120 
 525	512	2	509 3 
 526	536	3	514 19 3 
 527	514	2	241 273 
 528	520	2	395 125 
 529	506	3	479 26 1 
 530	510	2	506 4 
 531	518	2	517 1 
 532	538	2	535 3 
 533	516	3	484 22 10 
 534	544	2	486 58 
 535	532	2	434 98 
 536	520	2	519 1 
 537	518	2	465 53 
 538	524	2	385 139 
 539	528	2	505 23 
 540	512	2	503 9 
 541	502	3	238 263 1 
 542	532	2	255 277 
 543	528	2	526 2 
 544	492	2	463 29 
 545	506	2	394 112 
 546	526	2	508 18 
 547	520	2	520 0 
 548	516	2	474 42 
 549	534	2	506 28 
 550	520	2	410 110 
 551	530	2	158 372 
 552	512	2	511 1 
 553	502	4	412 46 37 7 
 554	534	2	464 70 
 555	532	2	434 98 
 556	520	2	293 227 
 557	516	2	476 40 
 558	522	2	506 16 
 559	510	2	497 13 
 560	494	2	484 10 
 561	514	3	490 21 3 
 562	520	3	305 215 0 
 563	522	2	462 60 
 564	524	3	511 7 6 
 565	526	3	437 21 68 
 566	532	3	497 33 2 
 567	508	2	503 5 
 568	522	2	442 80 
 569	522	2	515 7 
 570	530	2	523 7 
 571	500	2	495 5 
 572	524	2	522 2 
 573	496	2	473 23 
 574	524	2	515 9 
 575	504	2	500 4 
 576	514	2	513 1 
 577	508	2	490 18 
 578	498	3	496 2 0 
 579	500	2	459 41 
 580	518	2	517 1 
 581	500	3	466 0 34 
 582	504	2	498 6 
 583	512	2	495 17 
 584	516	2	465 51 
 585	520	2	475 45 
 586	514	2	391 123 
 587	542	2	514 28 
 588	512	2	271 241 
 589	514	3	392 76 46 
 590	526	2	524 2 
 591	508	2	507 1 
 592	522	2	210 312 
 593	494	2	492 2 
 594	500	2	499 1 
 595	526	2	526 0 
 596	534	2	532 2 
 597	518	3	432 86 0 
 598	494	2	358 136 
 599	508	2	505 3 
 600	524	2	522 2 
 601	526	2	519 7 
 602	534	2	527 7 
 603	516	2	450 66 
 604	514	2	506 8 
 605	518	2	459 59 
 606	520	2	489 31 
 607	526	2	477 49 
 608	526	2	351 175 
 609	520	2	375 145 
 610	526	2	526 0 
 611	518	2	436 82 
 612	514	2	464 50 
 613	522	3	465 57 0 
 614	514	2	463 51 
 615	490	3	479 7 4 
 616	532	2	531 1 
 617	508	3	81 423 4 
 618	524	2	524 0 
 619	528	2	523 5 
 620	542	2	509 33 
 621	496	2	493 3 
 622	508	4	460 41 5 2 
 623	514	2	458 56 
 624	510	3	497 12 1 
 625	510	2	508 2 
 626	520	2	510 10 
 627	502	2	489 13 
 628	532	3	463 62 7 
 629	488	2	488 0 
 630	532	2	373 159 
 631	530	2	529 1 
 632	536	2	524 12 
 633	520	2	507 13 
 634	534	3	458 75 1 
 635	518	2	516 2 
 636	526	2	511 15 
 637	536	2	452 84 
 638	508	2	501 7 
 639	522	2	491 31 
 640	538	2	537 1 
 641	526	2	516 10 
 642	524	2	524 0 
 643	534	3	513 20 1 
 644	546	4	542 3 1 0 
 645	502	3	423 54 25 
 646	506	3	500 5 1 
 647	506	2	401 105 
 648	526	3	447 18 61 
 649	524	2	449 75 
 650	516	2	514 2 
 651	504	2	348 156 
 652	526	2	526 0 
 653	524	2	369 155 
 654	512	2	511 1 
 655	524	3	376 130 18 
 656	538	2	520 18 
 657	528	2	526 2 
 658	500	2	486 14 
 659	518	2	382 136 
 660	522	2	229 293 
 661	514	2	485 29 
 662	534	3	122 347 65 
 663	536	2	396 140 
 664	540	2	499 41 
 665	520	2	517 3 
 666	510	3	466 33 11 
 667	516	2	500 16 
 668	520	2	506 14 
 669	544	2	518 26 
 670	512	2	503 9 
 671	504	2	498 6 
 672	508	2	314 194 
 673	510	3	500 3 7 
 674	516	2	481 35 
 675	532	2	289 243 
 676	508	2	124 384 
 677	506	3	273 232 1 
 678	502	2	290 212 
 679	536	2	320 216 
 680	504	2	499 5 
 681	522	2	522 0 
 682	528	3	67 420 41 
 683	494	3	233 260 1 
 684	526	2	504 22 
 685	518	2	498 20 
 686	514	2	463 51 
 687	514	2	514 0 
 688	526	2	525 1 
 689	494	3	493 1 0 
 690	504	2	502 2 
 691	510	2	509 1 
 692	534	2	512 22 
 693	524	2	515 9 
 694	518	2	448 70 
 695	512	2	495 17 
 696	516	2	501 15 
 697	508	2	503 5 
 698	538	2	482 56 
 699	542	2	529 13 
 700	534	2	474 60 
 701	524	3	164 322 38 
 702	490	2	262 228 
 703	512	2	494 18 
 704	508	2	507 1 
 705	506	2	503 3 
 706	514	2	510 4 
 707	506	3	494 4 8 
 708	524	2	517 7 
 709	512	3	178 119 215 
 710	520	2	465 55 
 711	510	4	473 36 0 1 
 712	508	2	275 233 
 713	500	2	143 357 
 714	506	3	369 17 120 
 715	518	2	516 2 
 716	530	4	459 34 34 3 
 717	528	2	515 13 
 718	536	2	536 0 
 719	498	2	489 9 
 720	512	2	461 51 
 721	496	4	483 10 2 1 
 722	524	2	519 5 
 723	512	2	509 3 
 724	524	2	522 2 
 725	524	2	517 7 
 726	500	2	308 192 
 727	536	3	523 12 1 
 728	544	2	532 12 
 729	532	3	483 48 1 
 730	532	3	466 65 1 
 731	526	2	179 347 
 732	510	2	354 156 
 733	512	2	492 20 
 734	498	2	493 5 
 735	520	2	519 1 
 736	540	2	436 104 
 737	546	2	21 525 
 738	538	3	525 3 10 
 739	520	2	478 42 
 740	516	2	514 2 
 741	490	2	426 64 
 742	496	2	471 25 
 743	528	2	521 7 
 744	522	2	516 6 
 745	494	2	454 40 
 746	538	2	153 385 
 747	510	2	456 54 
 748	494	2	428 66 
 749	528	2	526 2 
 750	540	6	470 41 4 14 7 4 
 751	500	3	45 411 44 
 752	516	2	510 6 
 753	510	2	489 21 
 754	514	2	500 14 
 755	510	3	138 365 7 
 756	522	3	503 17 2 
 757	522	2	519 3 
 758	514	2	514 0 
 759	534	2	484 50 
 760	512	2	512 0 
 761	502	2	272 230 
 762	540	2	453 87 
 763	514	2	502 12 
 764	526	2	519 7 
 765	508	3	24 478 6 
 766	512	2	472 40 
 767	512	2	509 3 
 768	514	2	487 27 
 769	540	2	538 2 
 770	526	5	384 121 14 3 4 
 771	528	2	517 11 
 772	528	3	236 286 6 
 773	542	2	327 215 
 774	518	3	517 0 1 
 775	536	2	531 5 
 776	486	2	482 4 
 777	532	2	469 63 
 778	520	2	518 2 
 779	536	3	503 23 10 
 780	530	2	366 164 
 781	530	2	524 6 
 782	550	2	410 140 
 783	506	2	502 4 
 784	498	3	326 111 61 
 785	512	3	507 0 5 
 786	528	2	527 1 
 787	528	2	492 36 
 788	502	4	135 281 20 66 
 789	502	2	502 0 
 790	528	2	527 1 
 791	524	2	518 6 
 792	500	3	373 76 51 
 793	514	2	406 108 
 794	500	2	484 16 
 795	512	2	510 2 
 796	524	2	519 5 
 797	504	2	504 0 
 798	536	2	536 0 
 799	500	2	500 0 
 800	534	2	429 105 
 801	514	2	499 15 
 802	514	3	498 10 6 
 803	502	2	387 115 
 804	534	2	485 49 
 805	498	2	486 12 
 806	540	3	505 34 1 
 807	536	2	526 10 
 808	528	2	523 5 
 809	522	2	483 39 
 810	512	2	510 2 
 811	514	2	436 78 
 812	500	5	362 23 77 24 14 
 813	514	2	494 20 
 814	502	2	299 203 
 815	514	2	456 58 
 816	528	2	434 94 
 817	506	2	429 77 
 818	532	2	525 7 
 819	516	2	245 271 
 820	520	3	479 39 2 
 821	526	2	524 2 
 822	516	2	494 22 
 823	530	2	530 0 
 824	504	4	340 162 1 1 
 825	502	2	489 13 
 826	508	2	508 0 
 827	528	3	515 1 12 
 828	534	2	532 2 
 829	514	2	490 24 
 830	508	2	506 2 
 831	512	2	511 1 
 832	528	2	465 63 
 833	524	2	515 9 
 834	538	2	534 4 
 835	534	2	533 1 
 836	524	2	505 19 
 837	516	2	505 11 
 838	510	2	468 42 
 839	492	5	12 405 44 30 1 
 840	522	3	17 505 0 
 841	504	2	502 2 
 842	530	5	143 215 154 16 2 
 843	514	2	510 4 
 844	532	3	528 3 1 
 845	528	2	524 4 
 846	524	2	400 124 
 847	528	2	525 3 
 848	534	2	488 46 
 849	518	2	506 12 
 850	538	3	491 36 11 
 851	512	2	386 126 
 852	514	2	188 326 
 853	530	3	514 11 5 
 854	504	2	491 13 
 855	524	2	517 7 
 856	544	2	487 57 
 857	538	2	496 42 
 858	510	3	509 0 1 
 859	506	2	495 11 
 860	520	2	398 122 
 861	528	2	528 0 
 862	508	2	431 77 
 863	514	2	514 0 
 864	528	2	416 112 
 865	534	2	466 68 
 866	516	2	480 36 
 867	518	2	457 61 
 868	508	3	494 8 6 
 869	528	3	406 121 1 
 870	524	3	476 36 12 
 871	514	2	47 467 
 872	518	2	515 3 
 873	512	2	459 53 
 874	518	2	487 31 
 875	520	3	298 222 0 
 876	532	2	529 3 
 877	512	3	468 11 33 
 878	532	2	477 55 
 879	540	3	397 142 1 
 880	522	2	520 2 
 881	512	2	511 1 
 882	510	3	495 14 1 
 883	516	3	500 7 9 
 884	522	3	44 475 3 
 885	506	2	505 1 
 886	518	2	515 3 
 887	506	2	367 139 
 888	504	3	81 422 1 
 889	514	2	477 37 
 890	516	4	450 51 14 1 
 891	536	2	532 4 
 892	518	2	503 15 
 893	540	3	347 191 2 
 894	518	2	485 33 
 895	524	2	523 1 
 896	524	2	377 147 
 897	494	2	482 12 
 898	518	2	510 8 
 899	516	2	514 2 
 900	512	2	438 74 
 901	502	2	446 56 
 902	528	2	514 14 
 903	516	2	492 24 
 904	546	2	546 0 
 905	550	2	320 230 
 906	522	3	314 144 64 
 907	522	2	244 278 
 908	508	2	421 87 
 909	516	3	514 1 1 
 910	524	3	368 118 38 
 911	502	2	491 11 
 912	542	2	528 14 
 913	524	2	515 9 
 914	502	2	143 359 
 915	524	2	524 0 
 916	522	3	407 98 17 
 917	508	2	406 102 
 918	512	2	439 73 
 919	516	2	514 2 
 920	528	2	515 13 
 921	508	2	505 3 
 922	512	2	277 235 
 923	538	4	367 159 8 4 
 924	526	2	423 103 
 925	510	2	495 15 
 926	510	2	389 121 
 927	510	4	470 18 16 6 
 928	502	3	483 15 4 
 929	514	3	492 4 18 
 930	532	2	520 12 
 931	540	2	536 4 
 932	520	2	486 34 
 933	530	2	434 96 
 934	508	4	458 40 9 1 
 935	510	2	478 32 
 936	536	2	532 4 
 937	526	2	525 1 
 938	528	2	519 9 
 939	506	3	32 413 61 
 940	506	2	341 165 
 941	526	4	503 12 7 4 
 942	520	2	512 8 
 943	500	4	149 312 27 12 
 944	506	3	375 46 85 
 945	530	2	410 120 
 946	516	2	423 93 
 947	532	2	527 5 
 948	528	3	513 6 9 
 949	502	4	119 187 193 3 
 950	518	2	512 6 
 951	526	2	525 1 
 952	522	2	511 11 
 953	504	2	500 4 
 954	506	2	428 78 
 955	538	2	511 27 
 956	520	2	509 11 
 957	520	3	516 3 1 
 958	524	2	522 2 
 959	512	2	504 8 
 960	514	2	219 295 
 961	520	3	458 42 20 
 962	512	2	505 7 
 963	510	2	385 125 
 964	500	5	385 51 36 28 0 
 965	520	4	231 229 2 58 
 966	526	3	410 115 1 
 967	532	3	515 17 0 
 968	508	5	176 112 154 40 26 
 969	516	2	117 399 
 970	512	2	469 43 
 971	496	3	446 24 26 
 972	532	2	506 26 
 973	514	2	504 10 
 974	506	2	429 77 
 975	512	2	292 220 
 976	502	2	502 0 
 977	514	2	479 35 
 978	510	2	405 105 
 979	530	3	152 370 8 
 980	510	2	509 1 
 981	520	2	502 18 
 982	536	3	397 112 27 
 983	506	3	233 218 55 
 984	526	2	526 0 
 985	516	2	512 4 
 986	518	2	517 1 
 987	502	3	108 147 247 
 988	528	2	508 20 
 989	516	4	398 113 4 1 
 990	510	2	478 32 
 991	518	2	456 62 
 992	512	2	504 8 
 993	518	2	502 16 
 994	506	2	490 16 
 995	518	4	497 11 6 4 
 996	522	3	464 56 2 
 997	514	3	461 49 4 
 998	510	2	505 5 
 999	508	3	452 56 0 
 1000	522	3	496 0 26 
 1001	536	2	362 174 
 1002	540	3	538 0 2 
 1003	528	2	528 0 
 1004	520	3	402 114 4 
 1005	504	2	492 12 
 1006	500	3	416 32 52 
 1007	512	3	340 171 1 
 1008	528	2	526 2 
 1009	530	2	285 245 
 1010	536	2	505 31 
 1011	504	2	385 119 
 1012	498	4	336 44 117 1 
 1013	522	2	522 0 
 1014	514	3	460 53 1 
 1015	506	3	500 6 0 
 1016	518	3	432 86 0 
 1017	536	2	456 80 
 1018	506	2	485 21 
 1019	496	2	445 51 
 1020	526	3	277 249 0 
 1021	514	2	301 213 
 1022	510	4	444 44 20 2 
 1023	510	2	484 26 
 1024	498	2	463 35 
 1025	502	2	499 3 
 1026	530	3	342 187 1 
 1027	510	2	505 5 
 1028	502	2	498 4 
 1029	508	2	425 83 
 1030	484	2	482 2 
 1031	518	2	502 16 
 1032	508	3	446 45 17 
 1033	526	2	525 1 
 1034	506	2	465 41 
 1035	508	2	504 4 
 1036	498	3	406 22 70 
 1037	536	2	423 113 
 1038	516	2	515 1 
 1039	518	2	493 25 
 1040	526	2	512 14 
 1041	542	2	474 68 
 1042	540	3	54 473 13 
 1043	504	2	504 0 
 1044	506	2	410 96 
 1045	518	2	407 111 
 1046	538	2	499 39 
 1047	510	2	477 33 
 1048	504	2	502 2 
 1049	526	3	525 1 0 
 1050	530	2	525 5 
 1051	524	2	504 20 
 1052	510	2	405 105 
 1053	520	2	473 47 
 1054	492	2	378 114 
 1055	508	2	187 321 
 1056	498	3	186 305 7 
 1057	506	2	503 3 
 1058	524	2	412 112 
 1059	512	3	488 2 22 
 1060	544	2	483 61 
 1061	516	2	513 3 
 1062	540	2	371 169 
 1063	498	2	497 1 
 1064	514	2	494 20 
 1065	520	2	407 113 
 1066	532	2	522 10 
 1067	514	2	513 1 
 1068	518	2	513 5 
 1069	516	2	512 4 
 1070	518	2	515 3 
 1071	532	2	515 17 
 1072	532	2	403 129 
 1073	514	2	458 56 
 1074	504	3	501 1 2 
 1075	508	3	380 125 3 
 1076	516	2	516 0 
 1077	550	2	509 41 
 1078	504	2	503 1 
 1079	512	3	225 277 10 
 1080	514	2	511 3 
 1081	524	2	93 431 
 1082	508	2	443 65 
 1083	512	2	475 37 
 1084	516	4	307 195 3 11 
 1085	514	3	474 39 1 
 1086	526	2	504 22 
 1087	510	3	470 40 0 
 1088	532	2	456 76 
 1089	508	2	508 0 
 1090	498	2	497 1 
 1091	500	3	496 4 0 
 1092	512	4	249 176 68 19 
 1093	522	2	463 59 
 1094	532	2	519 13 
 1095	498	2	413 85 
 1096	526	3	382 135 9 
 1097	512	3	401 106 5 
 1098	526	4	483 40 2 1 
 1099	530	2	526 4 
